Composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,compound possible,max ionic char,avg ionic char,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,Yang omega,Yang delta,band center,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,EFA
(TiZrHfVNbTaCuIr)C8,22,77,55,47.125,20.15625,22,43,64,21,49.625,6.1875,43,47.867,192.217,144.35,112.26747,53.7131175,47.867,1357.77,3290,1932.23,2361.84625,459.40375,1357.77,4,11,7,5.875,2.0625,4,4,6,2,5,0.75,4,132,175,43,158.75,12.5625,132,1.3,2.2,0.9,1.625,0.21375,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,10,8,4.125,2.1875,2,0,14,14,5.25,6.5625,0,4,23,19,11.125,6.65625,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,8,8,5.875,2.1875,0,0,0,0,0,0,0,1,8,7,6.125,2.0625,1,11.07,23.195,12.125,17.084375,3.339375,11.07,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,214.875,15.65625,194,FALSE,0.183313517,0.018411127,-1.43524391,-1.170547134,-1.006088645,Ti0.05329571424384997 Zr0.10156993829111852 Hf0.19873299006381812 V0.05671890085347072 Nb0.10344312114631245 Ta0.20146962428208276 Cu0.07075290821107841 Ir0.21401680290826897 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Cu0.125Ir0.125,0.073199876,1.756246216,0.001165849,5.8125,1.145703256,-0.017288477,112.26747,898.13976,-3.226532526,0.147436605,0.3171875,5.875,23.25,6.11875,25,2,0,23,0,66.765,0.824380771,22.3215625,-0.20251199,1.756246216,0.073199876,3.929248672,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,Cu,-0.172056,s,Cu,-0.172056,0,1.75,0,4.125,5.25,0.157303371,0,0.370786517,0.471910112,0.001165849,0.019714079,0.215864849,0.215864849,0.215864849,52.3985
(TiZrHfVNbTaCuPd)C8,22,73,51,43.25,15.3125,22,43,64,21,49.875,6.5625,43,47.867,180.94788,133.08088,101.542845,40.30733625,47.867,1357.77,3290,1932.23,2247.9775,450.516875,1357.77,4,11,7,6,2.25,4,4,6,2,4.875,0.65625,4,132,175,43,158.5,12.875,132,1.3,2.2,0.9,1.625,0.21375,1.3,0,2,2,1.5,0.625,0,0,0,0,0,0,0,2,10,8,4.5,2.75,2,0,14,14,3.5,5.25,0,4,19,15,9.5,5,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,8,8,5.5,2.75,0,0,0,0,0,0,0,0,8,8,5.75,2.625,0,11.07,23.195,12.125,17.109375,3.314375,11.07,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,214.875,15.65625,194,FALSE,0.183313517,0.018411127,-1.62482466,-1.340755109,-1.138397047,Ti0.058924634227059514 Zr0.11229742479639997 Hf0.21972252205460657 V0.06270936667177288 Nb0.11436844713184861 Ta0.22274819067754106 Cu0.0782256002380079 Pd0.13100381420276336 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Cu0.125Pd0.125,0.070723983,1.473520654,0.010180546,5.53125,1.145413205,-0.017288477,101.542845,812.34276,-3.456394563,0.141026465,0.30625,6,26.375,5.7375,18,2,0,16,0,46.91625,0.218498944,5.56078125,-0.022270553,1.473520654,0.070723983,3.840116673,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,Ti,-0.167106,s,Hf,-0.166465,0.000641,1.5,0,4.5,3.5,0.157894737,0,0.473684211,0.368421053,0.010180546,0.018812301,0.215864849,0.215864849,0.215864849,59.0903
(TiZrHfVNbTaCuPt)C8,22,78,56,47.25,20.3125,22,43,64,21,50,6.75,43,47.867,195.084,147.217,112.625845,54.16108625,47.867,1357.77,3290,1932.23,2274.64625,430.5153125,1357.77,4,11,7,6,2.25,4,4,6,2,5,0.75,4,132,175,43,158.125,13.34375,132,1.3,2.28,0.98,1.635,0.2275,1.3,1,2,1,1.625,0.46875,1,0,0,0,0,0,0,2,10,8,4.375,2.5625,2,0,14,14,5.25,6.5625,0,4,24,20,11.25,6.8125,4,0,1,1,0.375,0.46875,0,0,0,0,0,0,0,0,8,8,5.625,2.5625,0,0,0,0,0,0,0,1,8,7,6,2.25,1,11.07,23.195,12.125,17.185625,3.238125,11.07,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,214.875,15.65625,194,FALSE,0.213450798,0.021048905,-1.870843456,-1.555039274,-1.302051874,Ti0.053126127488765995 Zr0.10124674314319237 Hf0.19810062246369825 V0.056538421531931664 Nb0.103113965537839 Ta0.20082854872254227 Cu0.07052777273280389 Pt0.21651779837922633 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Cu0.125Pt0.125,0.071631695,1.29465578,0.001312999,5.671875,1.14555805,-0.017288477,112.625845,901.00676,-3.369351201,0.153916721,0.328125,6,30.375,5.98125,28,3,0,25,0,48.155,0.233302082,6.276875,-0.025892344,1.29465578,0.071631695,3.949966275,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,d,Ti,-0.17001,d,Ti,-0.17001,0,1.625,0,4.375,5.25,0.144444444,0,0.388888889,0.466666667,0.001312999,0.017651552,0.215864849,0.215864849,0.215864849,52.317
(TiZrHfVNbTaCuRu)C8,22,73,51,43,15,22,43,64,21,49.125,5.4375,43,47.867,180.94788,133.08088,100.874095,39.47139875,47.867,1357.77,3290,1932.23,2345.34625,442.90375,1357.77,4,11,7,5.75,1.875,4,4,6,2,4.875,0.65625,4,132,175,43,159.375,11.78125,132,1.3,2.2,0.9,1.625,0.21375,1.3,1,2,1,1.625,0.46875,1,0,0,0,0,0,0,2,10,8,4.125,2.1875,2,0,14,14,3.5,5.25,0,4,19,15,9.25,5.0625,4,0,1,1,0.375,0.46875,0,0,0,0,0,0,0,0,8,8,5.875,2.1875,0,0,0,0,0,0,0,1,8,7,6.25,1.875,1,11.07,23.195,12.125,16.996875,3.426875,11.07,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,211,17,194,FALSE,0.183313517,0.018411127,-1.090081666,-0.869546227,-0.780081301,Ti0.05931527811971943 Zr0.11304190634870132 Hf0.22117918381324758 V0.0631251016427954 Nb0.11512665863321994 Ta0.22422491126190522 Cu0.0787442008773412 Ru0.1252427593030698 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Cu0.125Ru0.125,0.074597514,2.284364205,-0.008815345,5.90625,1.145800262,-0.017288477,100.874095,806.99276,-3.106762262,0.137852948,0.30078125,5.75,17.75,6.09375,26,3,0,23,0,60.515,0.642904529,16.8528125,-0.138165159,2.284364205,0.074597514,3.813407772,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,Cu,-0.172056,d,Ti,-0.17001,0.002046,1.625,0,4.125,3.5,0.175675676,0,0.445945946,0.378378378,-0.008815345,0.020865013,0.215864849,0.215864849,0.215864849,64.1398
(TiZrHfVNbTaFeIr)C8,22,77,55,46.75,20.4375,22,43,60,17,48.5,4.5,43,47.867,192.217,144.35,111.304845,54.43508625,47.867,1811,3290,1479,2418.5,402.75,1811,4,9,5,5.5,1.5,4,4,6,2,5,0.75,4,132,175,43,158.75,12.5625,132,1.3,2.2,0.9,1.61625,0.2028125,1.3,1,2,1,1.875,0.21875,1,0,0,0,0,0,0,2,7,5,3.625,1.53125,2,0,14,14,5.25,6.5625,0,4,23,19,10.75,6.9375,4,0,1,1,0.125,0.21875,0,0,0,0,0,0,0,3,8,5,6.375,1.53125,3,0,0,0,0,0,0,3,8,5,6.5,1.5,3,10.73,23.195,12.465,17.041875,3.381875,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.263835667,0.461706783,0,194,229,35,215.375,16.03125,194,FALSE,0.183313517,0.017396578,-1.700564458,-1.401104919,-1.213559311,Ti0.053756644645612674 Zr0.10244837050893875 Hf0.20045174134153818 V0.057209436839878794 Nb0.10433775367101045 Ta0.20321204346495425 Fe0.06271627259352455 Ir0.21586773693454223 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Fe0.125Ir0.125,0.074691706,1.510146513,-0.008791304,5.921875,1.151023427,-0.017288477,111.304845,890.43876,-3.098931529,0.156765097,0.3546875,5.5,27.6875,6.2175,30,1,0,29,0,71.31375,0.765146628,24.14109375,-0.18862842,1.510146513,0.074691706,3.878269494,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,d,Ta,-0.182464,s,V,-0.175968,0.006496,1.875,0,3.625,5.25,0.174418605,0,0.337209302,0.488372093,-0.008791304,0.020354218,0.215864849,0.215864849,0.215864849,56.0694
(TiZrHfVNbTaFePd)C8,22,73,51,42.875,15.59375,22,43,62,19,48.75,4.875,43,47.867,180.94788,133.08088,100.58022,41.029305,47.867,1811,3290,1479,2304.63125,408.0265625,1811,4,10,6,5.625,1.6875,4,4,6,2,4.875,0.65625,4,132,175,43,158.5,12.875,132,1.3,2.2,0.9,1.61625,0.2028125,1.3,0,2,2,1.625,0.5625,0,0,0,0,0,0,0,2,10,8,4,2,2,0,14,14,3.5,5.25,0,4,19,15,9.125,4.90625,4,0,1,1,0.125,0.21875,0,0,0,0,0,0,0,0,8,8,6,2,0,0,0,0,0,0,0,0,8,8,6.125,2.0625,0,10.73,23.195,12.465,17.066875,3.356875,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.263835667,0.461706783,0,194,229,35,215.375,16.03125,194,FALSE,0.183313517,0.017396578,-1.82057837,-1.510156199,-1.298690331,Ti0.05948858533019712 Zr0.11337219186834151 Hf0.22182542452183937 V0.06330954038477943 Nb0.11546303537614054 Ta0.22488005096827188 Fe0.0694035566834115 Pd0.13225761486701856 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Fe0.125Pd0.125,0.072310146,1.344930441,0.010036854,5.640625,1.150721436,-0.017288477,100.58022,804.64176,-3.30642185,0.151269972,0.34375,5.625,29.625,5.83625,23,1,0,22,0,51.465,0.297024877,8.330625,-0.0404999,1.344930441,0.072310146,3.790293919,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,d,Ti,-0.17001,d,Ti,-0.17001,0,1.625,0,4,3.5,0.178082192,0,0.438356164,0.383561644,0.010036854,0.020019588,0.215864849,0.215864849,0.215864849,53.518
(TiZrHfVNbTaFePt)C8,22,78,56,46.875,20.59375,22,43,63,20,48.875,5.0625,43,47.867,195.084,147.217,111.66322,54.883055,47.867,1811,3290,1479,2331.3,388.025,1811,4,10,6,5.625,1.6875,4,4,6,2,5,0.75,4,132,175,43,158.125,13.34375,132,1.3,2.28,0.98,1.62625,0.2153125,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,9,7,3.875,1.84375,2,0,14,14,5.25,6.5625,0,4,24,20,10.875,7.09375,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,1,8,7,6.125,1.84375,1,0,0,0,0,0,0,2,8,6,6.375,1.6875,2,10.73,23.195,12.465,17.143125,3.280625,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.263835667,0.461706783,0,194,229,35,215.375,16.03125,194,FALSE,0.213450798,0.020073599,-2.105794255,-1.758794373,-1.488603493,Ti0.05358411659631523 Zr0.10211956989956046 Hf0.1998084060266218 V0.05702582730463977 Nb0.10400288922350616 Ta0.20255984916071734 Fe0.06251498926862398 Pt0.21838435252001506 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Fe0.125Pt0.125,0.073176397,1.17463392,0.001181941,5.78125,1.150872243,-0.017288477,111.66322,893.30576,-3.22860334,0.16238923,0.365625,5.625,34.3125,6.08,33,2,0,31,0,52.70375,0.296100872,8.73703125,-0.041203558,1.17463392,0.073176397,3.898718301,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,Ta,-0.174814,s,Ta,-0.174814,0,1.75,0,3.875,5.25,0.16091954,0,0.356321839,0.482758621,0.001181941,0.018421069,0.215864849,0.215864849,0.215864849,57.0349
(TiZrHfVNbTaFeRu)C8,22,73,51,42.625,15.28125,22,43,56,13,48,3.75,43,47.867,180.94788,133.08088,99.91147,40.1933675,47.867,1811,3290,1479,2402,386.25,1811,4,8,4,5.375,1.3125,4,4,6,2,4.875,0.65625,4,132,175,43,159.375,11.78125,132,1.3,2.2,0.9,1.61625,0.2028125,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,7,5,3.625,1.53125,2,0,14,14,3.5,5.25,0,4,19,15,8.875,4.8125,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,3,8,5,6.375,1.53125,3,0,0,0,0,0,0,4,8,4,6.625,1.3125,4,10.73,23.195,12.465,16.954375,3.469375,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,0.263835667,0.461706783,0,194,229,35,211.5,17.5,194,FALSE,0.183313517,0.017396578,-1.365615718,-1.109097768,-0.975013624,Ti0.05988676775549393 Zr0.11413104020989782 Hf0.22331019651697648 V0.063733298088798 Nb0.11623587862334524 Ta0.22638526887853816 Fe0.06986810423267718 Ru0.12644944569427313 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Fe0.125Ru0.125,0.076049042,1.855951808,-0.008929308,6.015625,1.151124428,-0.017288477,99.91147,799.29176,-2.98929818,0.1485773,0.33828125,5.375,22.375,6.1925,31,2,0,29,0,65.06375,0.598919392,18.67234375,-0.131384463,1.855951808,0.076049042,3.763931547,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,V,-0.175968,s,V,-0.175968,0,1.75,0,3.625,3.5,0.197183099,0,0.408450704,0.394366197,-0.008929308,0.021348378,0.215864849,0.215864849,0.215864849,53.4129
(TiZrHfVNbTaIrAu)C8,22,79,57,53.375,21.875,22,43,66,23,49.875,6.5625,43,47.867,196.966569,149.099569,128.9450411,58.21032113,47.867,1337.33,3290,1952.67,2359.29125,461.95875,1337.33,4,11,7,5.875,2.0625,4,4,6,2,5.25,0.75,4,136,175,39,159.25,11.9375,136,1.3,2.54,1.24,1.705,0.3325,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,10,8,4.125,2.1875,2,0,14,14,7,7,0,4,25,21,12.875,8.375,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,8,8,5.875,2.1875,0,0,0,0,0,0,0,1,8,7,6.125,2.0625,1,13.01,23.195,10.185,17.788125,2.635625,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,214.875,15.65625,194,FALSE,0.319140971,0.037157055,-2.278276366,-1.906388086,-1.572957137,Ti0.04640252116558467 Zr0.0884330246476549 Hf0.17302914331053146 V0.04938295761080978 Nb0.09006393265439348 Ta0.17541182508967923 Ir0.18633616919558757 Au0.19094042632575875 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Ir0.125Au0.125,0.057589117,1.111783372,0.008497332,4.484375,1.104714744,-0.017288477,128.9450411,1031.560329,-5.212858057,0.163577235,0.371875,5.875,36.6875,6.15875,25,2,0,23,0,64.57,0.870323834,23.4784375,-0.225392092,1.111783372,0.057589117,4.055632537,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.625,d,Ti,-0.17001,d,Ti,-0.17001,0,1.75,0,4.125,7,0.13592233,0,0.32038835,0.54368932,0.008497332,0.020291193,0.215864849,0.215864849,0.215864849,47.7559
(TiZrHfVNbTaIrPt)C8,22,78,56,53.25,21.75,22,43,63,20,49.5,6,43,47.867,195.084,147.217,128.70972,57.975,47.867,1941,3290,1349,2447.3,373.95,1941,4,10,6,5.75,1.875,4,4,6,2,5.25,0.75,4,136,175,39,159.25,11.9375,136,1.3,2.28,0.98,1.6725,0.28375,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,9,7,4,2,2,0,14,14,7,7,0,4,24,20,12.75,8.25,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,1,8,7,6,2,1,0,0,0,0,0,0,2,8,6,6.25,1.875,2,13.01,23.195,10.185,17.578125,2.845625,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,214.875,15.65625,194,FALSE,0.213450798,0.027750933,-2.987586671,-2.525180283,-2.049148113,Ti0.046487359307440024 Zr0.08859470753257796 Hf0.17334549403106464 V0.04947324491110694 Nb0.09022859734292017 Ta0.1757325320884856 Ir0.1866768492698143 Pt0.18946121551659034 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Ir0.125Pt0.125,0.059274172,0.873498626,-0.001430738,4.640625,1.104848875,-0.017288477,128.70972,1029.67776,-4.920687113,0.183393143,0.4140625,5.75,48.4375,6.4125,34,2,0,32,0,68.75125,0.792819461,22.77859375,-0.192360817,0.873498626,0.059274172,4.038246139,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,Ta,-0.174814,d,Ti,-0.17001,0.004804,1.75,0,4,7,0.137254902,0,0.31372549,0.549019608,-0.001430738,0.021060931,0.215864849,0.215864849,0.215864849,63.5393
(TiZrHfVNbTaMnIr)C8,22,77,55,46.625,20.53125,22,43,60,17,48.125,3.9375,43,47.867,192.217,144.35,111.1914756,54.52011328,47.867,1519,3290,1771,2382,439.25,1519,4,9,5,5.375,1.3125,4,4,6,2,5,0.75,4,139,175,36,159.625,11.46875,139,1.3,2.2,0.9,1.58125,0.1715625,1.3,1,2,1,1.875,0.21875,1,0,0,0,0,0,0,2,7,5,3.5,1.375,2,0,14,14,5.25,6.5625,0,4,23,19,10.625,7.03125,4,0,1,1,0.125,0.21875,0,0,0,0,0,0,0,3,8,5,6.5,1.375,3,0,0,0,0,0,0,3,8,5,6.625,1.3125,3,10.48758621,23.195,12.70741379,17.01157328,3.412176724,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,4.15818E-05,6.71347E-05,0,194,229,35,213.875,14.90625,194,FALSE,0.183313517,0.015800356,-1.522196243,-1.246216376,-1.075641132,Ti0.05381145421776121 Zr0.1025528255282564 Hf0.2006561193166106 V0.05726776683381208 Nb0.10444413508070123 Ta0.20341923580798776 Mn0.061760630357674505 Ir0.21608783285719615 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Mn0.125Ir0.125,0.065371648,1.668097303,0.008000681,5.15625,1.114887286,-0.017288477,111.1914756,889.531805,-4.045552728,0.147436605,0.3171875,5.375,24.6875,6.0475,29,1,0,28,0,70.68875,0.770611308,23.75046875,-0.18871024,1.668097303,0.065371648,3.838965283,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,d,Ta,-0.182464,d,Ta,-0.182464,0,1.875,0,3.5,5.25,0.176470588,0,0.329411765,0.494117647,0.008000681,0.022394602,0.215864849,0.215864849,0.215864849,49.4195
(TiZrHfVNbTaMnPd)C8,22,73,51,42.75,15.6875,22,43,62,19,48.375,4.3125,43,47.867,180.94788,133.08088,100.4668506,41.11433203,47.867,1519,3290,1771,2268.13125,435.4015625,1519,4,10,6,5.5,1.5,4,4,6,2,4.875,0.65625,4,139,175,36,159.375,11.78125,139,1.3,2.2,0.9,1.58125,0.1715625,1.3,0,2,2,1.625,0.5625,0,0,0,0,0,0,0,2,10,8,3.875,1.84375,2,0,14,14,3.5,5.25,0,4,19,15,9,5,4,0,1,1,0.125,0.21875,0,0,0,0,0,0,0,0,8,8,6.125,1.84375,0,0,0,0,0,0,0,0,8,8,6.25,1.875,0,10.48758621,23.195,12.70741379,17.03657328,3.387176724,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,4.15818E-05,6.71347E-05,0,194,229,35,213.875,14.90625,194,FALSE,0.183313517,0.015800356,-1.676381357,-1.385253831,-1.203104038,Ti0.05955571377800417 Zr0.11350012396190806 Hf0.22207573802903807 V0.06338098049642132 Nb0.1155933268312301 Ta0.22513381139441882 Mn0.06835344775196092 Pd0.1324068577570185 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Mn0.125Pd0.125,0.06227121,1.438992106,0.008283686,4.875,1.11466455,-0.017288477,100.4668506,803.734805,-4.458431721,0.141026465,0.30625,5.5,27.25,5.66625,22,1,0,21,0,50.84,0.277361043,7.78375,-0.036000484,1.438992106,0.06227121,3.751881294,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,d,Ti,-0.17001,d,Ti,-0.17001,0,1.625,0,3.875,3.5,0.180555556,0,0.430555556,0.388888889,0.008283686,0.017869635,0.215864849,0.215864849,0.215864849,54.2826
(TiZrHfVNbTaMnPt)C8,22,78,56,46.75,20.6875,22,43,63,20,48.5,4.5,43,47.867,195.084,147.217,111.5498506,54.96808203,47.867,1519,3290,1771,2294.8,415.4,1519,4,10,6,5.5,1.5,4,4,6,2,5,0.75,4,136,175,39,159,12.25,136,1.3,2.28,0.98,1.59125,0.1840625,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,9,7,3.75,1.6875,2,0,14,14,5.25,6.5625,0,4,24,20,10.75,7.1875,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,1,8,7,6.25,1.6875,1,0,0,0,0,0,0,2,8,6,6.5,1.5,2,10.48758621,23.195,12.70741379,17.11282328,3.310926724,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,4.15818E-05,6.71347E-05,0,194,229,35,213.875,14.90625,194,FALSE,0.213450798,0.018614485,-1.949811284,-1.623617134,-1.385319068,Ti0.05363857474013538 Zr0.10222335517358744 Hf0.200011473569824 V0.05708378329798413 Nb0.10410858853626546 Ta0.20276571302669996 Mn0.06156221264774105 Pt0.21860629900776257 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Mn0.125Pt0.125,0.063458805,1.252026729,0.008193927,5.015625,1.114775783,-0.017288477,111.5498506,892.398805,-4.293119323,0.153916721,0.328125,5.5,31.6875,5.91,32,2,0,30,0,52.07875,0.27842426,8.19015625,-0.037082128,1.252026729,0.063458805,3.859206852,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,V,-0.175968,s,Ta,-0.174814,0.001154,1.75,0,3.75,5.25,0.162790698,0,0.348837209,0.488372093,0.008193927,0.019014236,0.215864849,0.215864849,0.215864849,50.5189
