Composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,compound possible,max ionic char,avg ionic char,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,band center,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,EFA
(AlIrMoTaW)C5,13,77,64,55.8,22.64,13,48,73,25,56.4,8.08,48,26.9815386,192.217,165.2354614,135.9892837,59.61481154,26.9815386,933.47,3695,2761.53,2710.694,710.8896,933.47,5,13,8,7.8,2.56,5,3,6,3,5.2,0.96,3,121,170,49,149.6,14.88,121,1.5,2.36,0.86,1.966,0.3288,1.5,1,2,1,1.8,0.32,1,0,1,1,0.2,0.32,0,0,7,7,3.8,1.84,0,0,14,14,8.4,6.72,0,3,23,20,14.2,7.76,3,0,1,1,0.2,0.32,0,0,5,5,1,1.6,0,0,7,7,4.2,2.16,0,0,0,0,0,0,0,3,7,4,5.4,1.12,3,14.21,18.12,3.91,16.11,0.952,14.21,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,227.4,1.92,225,FALSE,0.168812602,0.027776145,-0.172744998,-0.052795392,-0.151383569,Al0.03968302725397292 Ir0.2827026494951964 Mo0.1411035038137581 Ta0.2661286207595523 W0.2703821986775202 ,Al0.2Ir0.2Mo0.2Ta0.2W0.2,0.025862069,1.443926567,-0.004429687,2,1.044153584,-0.013380867,135.9892837,679.9264186,-20.00588263,0.113592367,0.288,5.8,25.12,6.83,21,1,1,19,0,114.792,0.556620564,36.076,-0.149688132,4.138812546,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ta,-0.182464,d,Ta,-0.182464,0,1.8,0.2,3.8,8.4,0.126760563,0.014084507,0.267605634,0.591549296,-0.004429687,0.013877218,0,0.042591771,0.051110125,77
(IrMnNbTiW)C5,22,77,55,47.8,22.16,22,43,60,17,50.6,4.48,43,47.867,192.217,144.35,114.353685,58.939852,47.867,1519,3695,2176,2528.8,639.04,1519,4,9,5,6.2,1.44,4,4,6,2,5,0.8,4,139,164,25,153.2,10.56,139,1.54,2.36,0.82,1.85,0.344,1.54,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,7,5,4.4,1.28,2,0,14,14,5.6,6.72,0,4,23,19,11.8,7.76,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,8,5,5.6,1.28,3,0,0,0,0,0,0,3,8,5,5.8,1.44,3,10.48758621,18.18,7.692413793,15.12351724,2.21977931,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.65308E-05,9.7436E-05,0,194,229,35,218.8,10.64,194,FALSE,0.154730696,0.029515365,-0.996875633,-0.780886692,-0.674963545,Ir0.3361798091596261 Mn0.0960844331339213 Nb0.1624895253703455 Ti0.08371745956415833 W0.3215287727719487 ,Ir0.2Mn0.2Nb0.2Ti0.2W0.2,0.030695802,1.305460493,-0.004472378,2.32,1.04946812,-0.013380867,114.353685,571.768425,-14.20123995,0.135469633,0.34,6.2,25.92,6.236,23,1,0,22,0,103.246,0.656556516,36.6816,-0.190959937,4.096821293,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,s,Ir,-0.195511,s,Ir,-0.195511,0,1.8,0,4.4,5.6,0.152542373,0,0.372881356,0.474576271,-0.004472378,0.011555747,0,0.042591771,0.051110125,53
(HfMnNbTaZr)C5,25,73,48,50.2,17.84,25,44,52,8,47.2,2.24,44,54.938045,180.94788,126.009835,119.701261,48.0141432,54.938045,1519,3290,1771,2438.6,492.08,1519,4,7,3,5,0.8,4,4,6,2,5.2,0.64,4,139,175,36,164.6,10.48,139,1.3,1.6,0.3,1.456,0.1128,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,14,14,5.6,6.72,0,4,19,15,10.6,6.32,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,5,8,3,6.8,1.04,5,0,0,0,0,0,0,5,8,3,7,0.8,5,10.48758621,23.195,12.70741379,18.43651724,3.408786207,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241E-05,9.92386E-05,0,194,229,35,212.6,14.88,194,FALSE,0.022248763,0.003558397,-0.129554647,-0.02578547,-0.100201149,Hf0.29822576388731614 Mn0.09179192356210851 Nb0.1552304114824655 Ta0.30233245412510734 Zr0.15241944694300255 ,Hf0.2Mn0.2Nb0.2Ta0.2Zr0.2,0.067032046,9.711482675,0.009408067,5.36,1.11379885,-0.013380867,119.701261,598.506305,-2.977963034,0.091125363,0.196,5,3.36,6.256,17,1,0,16,0,53.954,0.309147587,9.2768,-0.04563288,3.710383533,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,s,Hf,-0.166465,s,Hf,-0.166465,0,1.8,0,3.2,5.6,0.169811321,0,0.301886792,0.528301887,0.009408067,0.013673903,0.063887656,0.063887656,0.063887656,21
(MoSiTaTiZr)C5,14,73,59,38.2,16.16,14,43,78,35,52.6,10.16,43,28.0855,180.94788,152.86238,88.816876,40.6725008,28.0855,1687,3290,1603,2388.4,563.68,1687,4,14,10,6.6,2.96,4,3,6,3,4.6,0.88,3,111,175,64,154,17.2,111,1.33,2.16,0.83,1.686,0.2752,1.33,1,2,1,1.8,0.32,1,0,2,2,0.4,0.64,0,0,5,5,2.4,1.28,0,0,14,14,2.8,4.48,0,4,19,15,7.4,4.64,4,0,1,1,0.2,0.32,0,0,4,4,0.8,1.28,0,0,8,8,5.6,2.48,0,0,0,0,0,0,0,4,8,4,6.6,1.28,4,15.69,23.195,7.505,18.827,2.3924,15.69,0,0.773,0.773,0.1546,0.24736,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,214.6,16.48,194,FALSE,0.158210251,0.021497736,-0.069984845,0.060288977,0.069378848,Mo0.2160497538667704 Si0.063246459893946 Ta0.407481185498373 Ti0.10779292858391387 Zr0.2054296721569967 ,Mo0.2Si0.2Ta0.2Ti0.2Zr0.2,0.113768997,0.792630513,0.002076242,8.16,1.239281851,-0.013380867,88.816876,444.06438,-1.033799673,0.117277298,0.268,4.6,40.32,6.13,15,1,2,12,0,59.536,0.514653865,15.412,-0.10939381,3.92802291,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Ti,-0.17001,d,Ti,-0.17001,0,1.8,0.4,2.4,2.8,0.243243243,0.054054054,0.324324324,0.378378378,0.002076242,0.015816718,0,0.04839974,0.066752206,42
(HfSiTaVW)C5,14,74,60,51.2,26.16,14,45,78,33,53.6,9.76,45,28.0855,183.84,155.7545,124.460976,67.9579808,28.0855,1687,3695,2008,2672.2,656.24,1687,4,14,10,6.8,2.88,4,3,6,3,5,1.2,3,111,175,64,154.2,17.76,111,1.3,2.36,1.06,1.738,0.3136,1.3,2,2,0,2,0,2,0,2,2,0.4,0.64,0,0,4,4,2.4,1.12,0,0,14,14,8.4,6.72,0,4,20,16,13.2,6.96,4,0,0,0,0,0,0,0,4,4,0.8,1.28,0,0,8,8,5.6,2.24,0,0,0,0,0,0,0,4,8,4,6.4,1.12,4,13.01,22.2,9.19,17.964,2.7472,13.01,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,194,229,35,221.6,11.04,194,FALSE,0.244896158,0.030973163,0.100105866,0.219314735,0.18642101,Hf0.2868208264733518 Si0.045131415328126624 Ta0.29077046607765633 V0.08185939342143676 W0.29541789869942847 ,Hf0.2Si0.2Ta0.2V0.2W0.2,0.11569649,0.988837176,0.004619953,8.56,1.24095613,-0.013380867,124.460976,622.30488,-0.999640586,0.102537889,0.244,4.8,36.16,6.676,14,0,2,12,0,72.174,0.575480917,19.8968,-0.128056008,4.033685634,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Ta,-0.182464,d,Ta,-0.182464,0,2,0.4,2.4,8.4,0.151515152,0.03030303,0.181818182,0.636363636,0.004619953,0.013191477,0.063887656,0.063887656,0.063887656,41
(HfNbSiVW)C5,14,74,60,44.8,22.56,14,45,78,33,53.4,9.84,45,28.0855,183.84,155.7545,106.852676,59.4498592,28.0855,1687,3695,2008,2564.2,526.64,1687,4,14,10,6.8,2.88,4,3,6,3,4.8,1.04,3,111,175,64,153,16.8,111,1.3,2.36,1.06,1.758,0.2976,1.3,1,2,1,1.8,0.32,1,0,2,2,0.4,0.64,0,0,4,4,2.6,1.28,0,0,14,14,5.6,6.72,0,4,20,16,10.4,6.88,4,0,1,1,0.2,0.32,0,0,4,4,0.8,1.28,0,0,8,8,5.4,2.16,0,0,0,0,0,0,0,4,8,4,6.4,1.12,4,13.01,22.2,9.19,17.976,2.7568,13.01,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,194,229,35,221.6,11.04,194,FALSE,0.244896158,0.029252828,0.103826415,0.218602985,0.187586987,Hf0.33408615802939734 Nb0.17389621575785333 Si0.05256864133192134 V0.09534903926973244 W0.34409994561109536 ,Hf0.2Nb0.2Si0.2V0.2W0.2,0.11457383,0.948872197,0.004791199,8.4,1.241238011,-0.013380867,106.852676,534.26338,-1.019326657,0.102537889,0.244,4.8,36.16,6.57,16,1,2,13,0,65.934,0.665369192,19.544,-0.161029478,3.977331779,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,s,W,-0.181413,s,V,-0.175968,0.005445,1.8,0.4,2.6,5.6,0.173076923,0.038461538,0.25,0.538461538,0.004791199,0.012164566,0,0.042591771,0.051110125,40
(HfIrNbTaW)C5,41,77,36,67.4,10.56,41,45,60,15,50.2,4.24,45,92.90638,192.217,99.31062,165.680252,29.1095488,92.90638,2506,3695,1189,2996,397.2,2506,4,9,5,5.8,1.36,4,5,6,1,5.8,0.32,5,141,175,34,162.4,8.72,141,1.3,2.36,1.06,1.792,0.3904,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,7,5,4,1.2,2,0,14,14,11.2,4.48,0,5,23,18,17,4.8,5,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,8,5,6,1.2,3,0,0,0,0,0,0,3,8,5,6.2,1.36,3,14.21,22.2,7.99,17.752,2.0976,14.21,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,221.2,10.88,194,FALSE,0.244896158,0.038956764,-1.259058545,-0.993066073,-0.855042412,Hf0.21546321646106623 Ir0.23203368860158424 Nb0.11215142285032256 Ta0.2184302327111381 W0.22192143937588893 ,Hf0.2Ir0.2Nb0.2Ta0.2W0.2,0.05760635,1.23426961,-0.004597243,4.4,1.100275894,-0.013380867,165.680252,828.40126,-4.032213619,0.156018299,0.372,5.8,32.48,7.59,21,1,0,20,0,104.402,0.633817028,35.5912,-0.17586535,4.168847883,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ta,-0.182464,d,Ta,-0.182464,0,1.8,0,4,11.2,0.105882353,0,0.235294118,0.658823529,-0.004597243,0.027008297,0.055901699,0.055901699,0.06563786,46
(HfIrMoTaTi)C5,22,77,55,57.2,20.16,22,43,60,17,49.2,4.64,43,47.867,192.217,144.35,139.096376,53.7463008,47.867,1941,3290,1349,2674.4,360.72,1941,4,9,5,5.6,1.52,4,4,6,2,5.4,0.72,4,141,175,34,160,10,141,1.3,2.2,0.9,1.74,0.352,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,7,5,3.8,1.76,2,0,14,14,8.4,6.72,0,4,23,19,14,7.2,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,8,5,6.2,1.76,3,0,0,0,0,0,0,3,8,5,6.4,1.52,3,14.21,22.2,7.99,17.382,2.2224,14.21,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,214.2,16.16,194,FALSE,0.183313517,0.031618147,-1.273605731,-1.017322513,-0.890616522,Hf0.2566495808512179 Ir0.27638754262131526 Mo0.13795148628419432 Ta0.26018375011438444 Ti0.06882764012888816 ,Hf0.2Ir0.2Mo0.2Ta0.2Ti0.2,0.052887313,1.080488834,-0.004193061,4,1.095337912,-0.013380867,139.096376,695.46188,-4.783890587,0.162747925,0.38,5.6,33.12,6.63,20,1,0,19,0,97.336,0.63605999,32.316,-0.164101257,3.991305468,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ti,-0.17001,d,Ti,-0.17001,0,1.8,0,3.8,8.4,0.128571429,0,0.271428571,0.6,-0.004193061,0.020582066,0.055901699,0.055901699,0.059096082,43
(AlSiTaTiW)C5,13,74,61,39.2,27.44,13,43,78,35,58.6,13.52,43,26.9815386,183.84,156.8584614,93.54438372,71.07964502,26.9815386,933.47,3695,2761.53,2309.294,946.5648,933.47,4,14,10,8.4,4.08,4,3,6,3,4.4,1.28,3,111,170,59,144.8,23.04,111,1.5,2.36,0.86,1.782,0.2784,1.5,2,2,0,2,0,2,0,2,2,0.6,0.72,0,0,4,4,1.8,1.44,0,0,14,14,5.6,6.72,0,3,20,17,10,7.6,3,0,0,0,0,0,0,0,5,5,1.8,2.16,0,0,8,8,4.2,3.36,0,0,0,0,0,0,0,4,8,4,6,1.2,4,16.05,20.44,4.39,17.556,1.3792,16.05,0,0.773,0.773,0.1546,0.24736,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,220.8,10.72,194,FALSE,0.168812602,0.024111792,0.447047139,0.510230924,0.398533706,Al0.05768713743576952 Si0.0600474317818297 Ta0.3868706442956937 Ti0.10234072446995217 W0.39305406201675497 ,Al0.2Si0.2Ta0.2Ti0.2W0.2,0.094514377,0.821817963,0.016912121,6.16,1.176981303,-0.013380867,93.54438372,467.7219186,-1.49791958,0.088775529,0.212,4.4,37.6,5.974,12,0,3,9,0,65.466,0.700949893,22.572,-0.18614914,3.944670144,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Ta,-0.182464,d,Ta,-0.182464,0,2,0.6,1.8,5.6,0.2,0.06,0.18,0.56,0.016912121,0.016912121,0,0.054207709,0.06504925,42
(HfIrNbTiW)C5,22,77,55,57.2,20.56,22,43,60,17,49.2,5.04,43,47.867,192.217,144.35,139.064076,54.9419088,47.867,1941,3695,1754,2726.2,402.16,1941,4,9,5,5.6,1.52,4,4,6,2,5.4,0.72,4,141,175,34,160.4,7.92,141,1.3,2.36,1.06,1.8,0.384,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,7,5,3.8,1.44,2,0,14,14,8.4,6.72,0,4,23,19,14,7.6,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,8,5,6.2,1.44,3,0,0,0,0,0,0,3,8,5,6.4,1.52,3,14.21,22.2,7.99,17.466,2.1792,14.21,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,214.2,16.16,194,FALSE,0.244896158,0.038018895,-1.286077956,-1.026458391,-0.900357278,Hf0.2567018098908592 Ir0.2764437884015423 Nb0.13361665021238123 Ti0.06884164678158865 W0.26439610471362857 ,Hf0.2Ir0.2Nb0.2Ti0.2W0.2,0.057644582,1.096121367,-0.004455306,4.24,1.100430368,-0.013380867,139.064076,695.32038,-4.026866808,0.165296814,0.392,5.6,33.28,6.94,20,1,0,19,0,98.536,0.712972629,36.6816,-0.218718665,4.02733735,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ti,-0.17001,d,Ti,-0.17001,0,1.8,0,3.8,8.4,0.128571429,0,0.271428571,0.6,-0.004455306,0.021997073,0.055901699,0.055901699,0.055901699,42
(MoNbSiTaZr)C5,14,73,59,42,12.4,14,44,78,34,53.4,9.84,44,28.0855,180.94788,152.86238,97.824752,33.2492512,28.0855,1687,3290,1603,2550.2,514.16,1687,4,14,10,6.8,2.88,4,3,6,3,4.8,0.72,3,111,175,64,154.8,17.84,111,1.33,2.16,0.83,1.698,0.2656,1.33,1,2,1,1.6,0.48,1,0,2,2,0.4,0.64,0,0,5,5,2.8,1.44,0,0,14,14,2.8,4.48,0,4,19,15,7.6,4.56,4,0,1,1,0.4,0.48,0,0,4,4,0.8,1.28,0,0,8,8,5.2,2.16,0,0,0,0,0,0,0,4,8,4,6.4,1.12,4,15.69,23.195,7.505,19.125,2.154,15.69,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,194,229,35,221.6,11.04,194,FALSE,0.158210251,0.0208313,0.017156157,0.142310399,0.122967069,Mo0.1961546973182132 Nb0.18995229151376794 Si0.05742237598009878 Ta0.36995806370411055 Zr0.18651257148380948 ,Mo0.2Nb0.2Si0.2Ta0.2Zr0.2,0.113932851,0.884955563,0.002072163,8.16,1.239143629,-0.013380867,97.824752,489.10376,-1.03082826,0.110047847,0.248,4.8,38.56,6.674,18,2,2,14,0,59.162,0.522210528,15.5616,-0.112444914,4.009237858,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,d,Mo,-0.153347,d,Mo,-0.153347,0,1.6,0.4,2.8,2.8,0.210526316,0.052631579,0.368421053,0.368421053,0.002072163,0.014693842,0,0.04839974,0.066752206,41
(HfMnMoWZr)C5,25,74,49,50.6,17.92,25,44,52,8,48.4,3.12,44,54.938045,183.84,128.901955,120.890409,48.2196728,54.938045,1519,3695,2176,2548.8,597.36,1519,4,7,3,5.4,1.12,4,4,6,2,5.2,0.64,4,139,175,36,161,11.6,139,1.3,2.36,1.06,1.74,0.416,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,5,3,3.6,1.28,2,0,14,14,5.6,6.72,0,4,20,16,11,6.4,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,5,8,3,6.4,1.28,5,0,0,0,0,0,0,5,8,3,6.6,1.12,5,10.48758621,23.195,12.70741379,17.52451724,4.138386207,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241E-05,9.92386E-05,0,194,229,35,212.6,14.88,194,FALSE,0.244896158,0.043307997,-0.255321479,-0.131756503,-0.205740515,Hf0.29530201364489206 Mn0.09089201251730457 Mo0.1587275208083979 W0.30415329815943165 Zr0.15092515486997385 ,Hf0.2Mn0.2Mo0.2W0.2Zr0.2,0.0784232,5.198956297,-0.001233983,6,1.114620132,-0.013380867,120.890409,604.432045,-2.175680527,0.132753546,0.3,5.4,6.56,6.266,19,1,0,18,0,86.486,0.497221754,24.044,-0.11402269,3.780131426,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,s,Zr,-0.162391,s,Zr,-0.162391,0,1.8,0,3.6,5.6,0.163636364,0,0.327272727,0.509090909,-0.001233983,0.020520486,0.055901699,0.055901699,0.057498891,30
(HfIrMoNbTi)C5,22,77,55,50.8,18.96,22,43,60,17,49,4.8,43,47.867,192.217,144.35,121.488076,51.0923392,47.867,1941,2896,955,2566.4,274.32,1941,4,9,5,5.6,1.52,4,4,6,2,5.2,0.64,4,141,175,34,158.8,9.04,141,1.3,2.2,0.9,1.76,0.336,1.3,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,7,5,4,1.6,2,0,14,14,5.6,6.72,0,4,23,19,11.2,7.44,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,3,8,5,6,1.6,3,0,0,0,0,0,0,3,8,5,6.4,1.52,3,14.21,22.2,7.99,17.394,2.2368,14.21,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,214.2,16.16,194,FALSE,0.183313517,0.02985009,-1.276186109,-1.023543192,-0.893826349,Hf0.29384921197408626 Ir0.31644805859164626 Mo0.1579466266838133 Nb0.15295235895772877 Ti0.07880374379272556 ,Hf0.2Ir0.2Mo0.2Nb0.2Ti0.2,0.05296143,1.036855573,-0.004107363,3.84,1.095435162,-0.013380867,121.488076,607.42038,-4.770510358,0.162747925,0.38,5.6,33.12,6.524,22,2,0,20,0,91.096,0.723723285,33.7056,-0.208603053,3.935543698,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Mo,-0.153347,d,Mo,-0.153347,0,1.6,0,4,5.6,0.142857143,0,0.357142857,0.5,-0.004107363,0.017265611,0.055901699,0.055901699,0.057498891,42
(HfIrMoTaV)C5,23,77,54,57.4,19.92,23,45,60,15,49.8,4.16,45,50.9415,192.217,141.2755,139.711276,53.0084208,50.9415,2183,3290,1107,2722.8,302.64,2183,4,9,5,5.8,1.36,4,4,6,2,5.4,0.72,4,141,175,34,158.6,11.12,141,1.3,2.2,0.9,1.758,0.3376,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,7,5,4,1.6,2,0,14,14,8.4,6.72,0,5,23,18,14.2,6.96,5,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,8,5,6,1.6,3,0,0,0,0,0,0,3,8,5,6.2,1.36,3,13.01,22.2,9.19,16.646,2.8112,13.01,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,221.2,10.88,194,FALSE,0.183313517,0.03031415,-1.139705132,-0.898817393,-0.769671828,Hf0.25551997735608273 Ir0.27517106553562753 Mo0.13734431412147782 Ta0.25903859151902725 V0.07292605146778468 ,Hf0.2Ir0.2Mo0.2Ta0.2V0.2,0.060670256,1.237548374,-0.018731008,4.56,1.105382937,-0.013380867,139.711276,698.53638,-3.635235874,0.148978078,0.36,5.8,29.44,6.722,21,1,0,20,0,98.768,0.613791249,31.1704,-0.15192715,4.032491907,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ta,-0.182464,d,Ta,-0.182464,0,1.8,0,4,8.4,0.126760563,0,0.281690141,0.591549296,-0.018731008,0.018779197,0.055901699,0.055901699,0.055901699,47
(CrMnSiTaV)C5,14,73,59,31.8,16.48,14,46,78,32,54.6,9.36,46,28.0855,180.94788,152.86238,73.381805,43.02643,28.0855,1519,3290,1771,2171.8,455.04,1519,5,14,9,7.4,2.64,5,3,6,3,4.2,0.72,3,111,170,59,142.4,15.28,111,1.5,1.9,0.4,1.648,0.1056,1.5,1,2,1,1.8,0.32,1,0,2,2,0.4,0.64,0,0,5,5,3.2,1.44,0,0,14,14,2.8,4.48,0,4,19,15,8.2,4.32,4,0,1,1,0.2,0.32,0,0,4,4,0.8,1.28,0,0,7,7,4.8,1.92,0,0,0,0,0,0,0,4,7,3,5.8,1.04,4,10.48758621,20.44,9.952413793,14.64951724,3.704386207,10.48758621,0,0.773,0.773,0.1546,0.24736,0,0,0.000310121,0.000310121,6.20241E-05,9.92386E-05,0,217,229,12,226.2,3.68,217,FALSE,0.039210561,0.004711708,0.238889484,0.322500759,0.191756433,Cr0.14171387580340927 Mn0.14973206232798442 Si0.07654622286818918 Ta0.49316824518012325 V0.1388395938202937 ,Cr0.2Mn0.2Si0.2Ta0.2V0.2,0.08722009,0.912706235,-0.015380368,5.92,1.179296533,-0.013380867,73.381805,366.909025,-1.758940674,0.055233283,0.136,5.4,31.84,5.012,19,1,2,16,0,69.624,0.390341582,14.7168,-0.068137081,3.967514379,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ta,-0.182464,d,Ta,-0.182464,0,1.8,0.4,3.2,2.8,0.219512195,0.048780488,0.390243902,0.341463415,-0.015380368,0.024377349,0.055901699,0.055901699,0.06357754,48
